method,n,z_effect_scale,zx_influence_scale,n_strata,ARI_mean,ARI_sd,ARI_se,ARI_ci95,C1_heterogeneity_mean,C1_heterogeneity_sd,C1_heterogeneity_se,C1_heterogeneity_ci95,W_true_mean,W_true_sd,W_true_se,W_true_ci95,W_est_mean,W_est_sd,W_est_se,W_est_ci95,bias_crude_mean,bias_crude_sd,bias_crude_se,bias_crude_ci95,bias_stratified_mean,bias_stratified_sd,bias_stratified_se,bias_stratified_ci95,bias_reduction_mean,bias_reduction_sd,bias_reduction_se,bias_reduction_ci95,bias_reduction_relative_mean,bias_reduction_relative_sd,bias_reduction_relative_se,bias_reduction_relative_ci95,abs_bias_crude_mean,abs_bias_stratified_mean,abs_bias_crude_se,abs_bias_stratified_se
1A_predicted_prob,500,1.0,0.2,5,-0.0010421416159927036,0.006277204633655162,0.0011460555253096283,0.0022462688296068715,0.9727605255235222,0.08713481024307111,0.01590856703802075,0.031180791394520672,0.0277815549826268,0.01837461520534274,0.0033547304111478794,0.006575271605849843,0.08475144055823315,0.12898491072969234,0.023549315061480877,0.04615665752050252,0.029760119919883147,0.020738875698393038,0.0037863833457685244,0.007421311357706308,0.0281057522521436,0.021243252226331846,0.003878469479711264,0.007601800180234077,0.0016543676677395335,0.008646445770916932,0.0015786177969921164,0.003094090882104548,0.05559008741205518,0.5451532577308909,0.05245620919456176,0.19508058788366917,0.029760119919883147,0.0281057522521436,0.0037863833457685244,0.003878469479711264
1A_predicted_prob,500,1.0,0.2,10,-0.0019838076816391364,0.004374266255546074,0.0007986281002320807,0.001565311076454878,0.9564409968275289,0.0988889948547212,0.018054577723647703,0.0353869723383495,0.04303675740316746,0.022193228552275613,0.004051910633983025,0.007941744842606728,0.1395224480624177,0.11814936605931484,0.02157102431520733,0.042279207657806364,0.042854425789660935,0.02687168045025314,0.004906075180224741,0.009615907353240492,0.04564546637639407,0.026890460630057417,0.004909503956262343,0.009622627754274192,-0.0027910405867331437,0.009821609348630763,0.0017931723304162302,0.003514617767615811,-0.06512840938371656,0.7779826485834122,0.04380976376915189,0.2783975153714763,0.042854425789660935,0.04564546637639407,0.004906075180224741,0.004909503956262343
1A_predicted_prob,500,1.0,0.5,3,0.0063155359895160764,0.006200785921696581,0.0011321034411912268,0.0022189227447348045,0.8379492076399474,0.2197585046780767,0.04012223007192906,0.07863957094098097,0.06451668300613463,0.03187459257944273,0.0058194777890158535,0.011406176466471072,0.08025540484035171,0.08645482564863408,0.01578441940431103,0.03093746203244962,0.03490482907580005,0.032826381304235853,0.005993249840531944,0.01174676968744261,0.03412405925341115,0.030424786610973805,0.005554780644703836,0.010887370063619518,0.0007807698223889069,0.007681111642294571,0.0014023727044000962,0.0027486505006241884,0.0223685330386052,0.5281547883749205,0.038728218232641054,0.18899776374557667,0.03490482907580005,0.03412405925341115,0.005993249840531944,0.005554780644703836
1A_predicted_prob,500,1.0,0.5,5,0.004092137144438227,0.0062490353625304675,0.0011409125435684702,0.0022361885853942015,0.9460699082456412,0.13018578873654343,0.02376856438586894,0.04658638619630312,0.08318119158687683,0.039377396216926416,0.0071892960546097295,0.014091020267035069,0.12260654672365255,0.1244668097296519,0.022724426449877946,0.04453987584176077,0.051432534722530586,0.031131904478528403,0.005683882113662037,0.011140408942777591,0.05266178030153145,0.02972238913828084,0.005426540997994317,0.010636020356068861,-0.00122924557900087,0.008920216353183406,0.0016286012381550071,0.003192058426783814,-0.023900155526699773,0.8256246305461893,0.03254892033232428,0.2954459796655842,0.051432534722530586,0.05266178030153145,0.005683882113662037,0.005426540997994317
1A_predicted_prob,500,1.0,0.5,10,0.00545811663277723,0.008233265561101743,0.001503181756581951,0.002946236242900624,0.9821865120029775,0.053181121361658104,0.0097094999344,0.019030619871424,0.09733303604042078,0.03395722491950742,0.006199712692896922,0.012151436878077966,0.13689033460689115,0.11723981012935064,0.02140496288182267,0.04195372724837243,0.04077344872733084,0.023004319088931312,0.004199994828351457,0.008231989863568856,0.03971884855422402,0.025788946926375407,0.0047083959886264435,0.009228456137707829,0.0010546001731068099,0.013696896327406626,0.002500699695443425,0.004901371403069113,0.02586487545263516,0.4663375370126574,0.061170506300114474,0.16687674444304543,0.04077344872733084,0.03971884855422402,0.004199994828351457,0.0047083959886264435
1A_predicted_prob,500,1.0,1.0,3,0.021529711415354463,0.00964197748387462,0.0017603761889583445,0.003450337330358355,0.8076744660392248,0.2304479866579412,0.042073853541401314,0.08246475294114658,0.1874693202344894,0.05031176051371559,0.00918562871371991,0.018003832278891026,0.10907061529065001,0.10792272888426563,0.01970390435914221,0.038619652543918734,0.026448393990883525,0.02001703971672223,0.0036545947291085285,0.007163005669052716,0.026996593394170553,0.018870481484858762,0.0034452627934135754,0.006752715075090608,-0.0005481994032870168,0.012260189625294285,0.0022383941390214965,0.004387252512482133,-0.02072713388480163,1.0430211646385408,0.08581005100132384,0.3732403302875211,0.026448393990883525,0.026996593394170553,0.0036545947291085285,0.0034452627934135754
1A_predicted_prob,500,1.0,1.0,5,0.01926638632095407,0.010813776236272221,0.0019743163921398703,0.0038696601285941458,0.8985211015990161,0.15929708317134456,0.02908353526590733,0.05700372912117837,0.20692550505098603,0.0612114325284141,0.01117562745767263,0.021904229817038354,0.11262641898408363,0.10880053639526442,0.019864169350782713,0.03893377192753412,0.032729600384954156,0.03512235745403471,0.006412435816778176,0.012568374200885224,0.03040120425596624,0.032259852823767886,0.005889816364458134,0.011544040074337942,0.0023283961289879366,0.009549067506840073,0.0017434132255453084,0.0034170899220688044,0.07114037756654934,7.288645385908885,0.04901863969239333,2.6082082544585856,0.032729600384954156,0.03040120425596624,0.006412435816778176,0.005889816364458134
1A_predicted_prob,500,1.0,1.0,10,0.0167746606450282,0.008709191377443713,0.0015900735250184703,0.0031165441090362017,0.9719672300259018,0.06715452498154113,0.012260682723644759,0.024030938138343727,0.23545401350897463,0.06504283985883626,0.011875143531626917,0.023275281321988757,0.09650534656378182,0.07392256646112694,0.013496352386478021,0.02645285067749692,0.03305925765326931,0.02118754967279045,0.00386829963134951,0.007581867277445039,0.03171741593202284,0.022930768257201303,0.00418656634513086,0.008205670036456485,0.0013418417212464626,0.015264578745779828,0.0027869180366258428,0.005462359351786652,0.040588985249454645,0.7316718242780059,0.08328216770767652,0.261825399727373,0.03305925765326931,0.03171741593202284,0.00386829963134951,0.00418656634513086
1A_predicted_prob,500,2.0,0.2,3,0.0009284236916356433,0.004476548809001648,0.0008173022541543627,0.0016019124181425508,0.8626777425897781,0.23612717231242175,0.04311072623847423,0.08449702342740949,0.011113014748187964,0.00864354063788583,0.0015780873946942208,0.0030930512936006727,0.07379614305989703,0.08992332822104374,0.016417678437535516,0.03217864973756961,0.04454653185695933,0.03402142672504265,0.006211434285271656,0.012174411199132446,0.04362893995223808,0.03480952682289749,0.00635532101899403,0.0124564291972283,0.0009175919047212463,0.006641761467073056,0.0012126141923615062,0.002376723817028552,0.020598503777301325,0.5621012977379441,0.02743636778607107,0.20114536611101308,0.04454653185695933,0.04362893995223808,0.006211434285271656,0.00635532101899403
1A_predicted_prob,500,2.0,0.2,5,0.00024909255745183834,0.00519026856518083,0.000947609057553171,0.001857313752804215,0.9746478524147204,0.09412310674915499,0.017184449582992978,0.033681521182666235,0.02175306101568152,0.014740300448279972,0.0026911983533088176,0.0052747487724852824,0.08205915218166154,0.07493635997704981,0.013681444912252497,0.02681563202801489,0.04622900012802579,0.03626476961273472,0.006621010786540898,0.01297718114162016,0.04614224400465712,0.037315294691181194,0.0068128095474375705,0.013353106712977639,8.675612336867673e-05,0.004703120279583405,0.0008586683559292782,0.001682989977621385,0.0018766601728008592,0.19688525928558165,0.018619602598146955,0.07045448519729815,0.04622900012802579,0.04614224400465712,0.006621010786540898,0.0068128095474375705
1A_predicted_prob,500,2.0,0.2,10,0.0011598951043897624,0.005583135354196538,0.0010193363916993464,0.001997899327730719,0.9901604253796942,0.0288381392299511,0.005265099790906292,0.010319595590176332,0.03892883650937238,0.018433004421916387,0.00336539077482536,0.006596165918657706,0.10258831163937968,0.0767160052599533,0.014006362200853799,0.027452469913673446,0.039167968607006484,0.03402854139728395,0.006212733240763595,0.012176957151896645,0.03983641551965602,0.032846894559806585,0.0059969950314665964,0.01175411026167453,-0.0006684469126495119,0.00760831399096686,0.0013890817324782353,0.002722600195657341,-0.017066162387853856,1.0159892402895399,0.036274550522270285,0.3635670803915568,0.039167968607006484,0.03983641551965602,0.006212733240763595,0.0059969950314665964
1A_predicted_prob,500,2.0,0.5,3,0.006107455250239222,0.00569799846502291,0.001040307430640953,0.002039002564056268,0.925489258587135,0.1613816708182897,0.029464127158350156,0.0577496892303663,0.04364770336482008,0.020709982682095868,0.0037811082268417494,0.007410972124609829,0.08520318406294959,0.07890155331529342,0.014405386857660908,0.02823455824101538,0.03467830773785526,0.02509182878192966,0.004581120210973417,0.008978995613507897,0.03290670287566609,0.02307560073127577,0.0042130090161674825,0.008257497671688265,0.0017716048621891334,0.009226950314116812,0.0016846029413403853,0.0033018217650271553,0.0510868314446401,0.6200220073391516,0.046338885427340125,0.22187202585193413,0.03467830773785526,0.03290670287566609,0.004581120210973417,0.0042130090161674825
1A_predicted_prob,500,2.0,0.5,5,0.0062257475373418214,0.00588186645095147,0.0010738769784729913,0.002104798877807063,0.940780793195572,0.14988056426692875,0.027364321993533208,0.053634071107325085,0.06046031268318468,0.03395743329131912,0.006199750736210792,0.012151511442973153,0.09155540476052175,0.09564743437198671,0.017462752457677363,0.03422699481704763,0.04182557898742069,0.031859268128682706,0.005816679939894973,0.011400692682194147,0.03906144318293522,0.03227917776662309,0.005893344600166232,0.011550955416325814,0.00276413580448546,0.011115993512631062,0.0020294934653163734,0.0039778071920200915,0.06608720958332226,0.6805358553407925,0.04813777133677341,0.24352662825200008,0.04182557898742069,0.03906144318293522,0.005816679939894973,0.005893344600166232
1A_predicted_prob,500,2.0,0.5,10,0.006445355190104162,0.008006721448274077,0.001461820649626715,0.0028651684732683615,0.9802712425451332,0.06697893698284112,0.012228624887739696,0.023968104779969805,0.08136435317664038,0.03462220677216893,0.006321121213241683,0.012389397577953699,0.14326055789494468,0.1455156243555605,0.026567396642996212,0.05207209742027257,0.03968155256518391,0.027148952983536513,0.004956697987243376,0.009715128054997017,0.03566937225212194,0.023852769373391255,0.004354899948258252,0.008535603898586173,0.004012180313061932,0.012196174107872486,0.002226706558047402,0.0043643448537729074,0.10110945902308788,1.8947432842649512,0.05128486786027369,0.6780251764825802,0.03968155256518391,0.03566937225212194,0.004956697987243376,0.004354899948258252
1A_predicted_prob,500,2.0,1.0,3,0.018483751842193443,0.009758583295941464,0.0017816654001600839,0.0034920641843137644,0.8674857774060438,0.20911049627541212,0.038178178607047746,0.07482923006981358,0.12532347241500114,0.04813466972092939,0.008788148134737975,0.01722477034408643,0.14620457434225512,0.13235577045594796,0.024164747031566174,0.0473629041818697,0.05111449521220334,0.03711324114989008,0.006775919786641255,0.013280802781816859,0.044907477082280614,0.03306935654332671,0.006037610846987035,0.011833717260094589,0.006207018129922698,0.015046381815009254,0.002747080909638697,0.005384278582891846,0.12143361886200987,0.5822011407776393,0.04854966365264296,0.20833800256864718,0.05111449521220334,0.044907477082280614,0.006775919786641255,0.006037610846987035
1A_predicted_prob,500,2.0,1.0,5,0.020191453821518917,0.007225748155581659,0.0013192350865544745,0.00258570076964677,0.9565720632897843,0.11122415160898641,0.02030665892520546,0.0398010514934027,0.15062647804970725,0.04033929956059353,0.007364914774431771,0.01443523295788627,0.14779199988857966,0.14750695427000216,0.02693096208085439,0.0527846856784746,0.038331364697195454,0.03512003162806649,0.006412011180995634,0.012567541914751443,0.032615632358026524,0.027606447111797668,0.005040224605234975,0.009878840226260552,0.005715732339168901,0.015661115357084653,0.002859315385588613,0.005604258155753682,0.14911371886498803,3.726588579511911,0.061338910679458104,1.333542596659341,0.038331364697195454,0.032615632358026524,0.006412011180995634,0.005040224605234975
1A_predicted_prob,500,2.0,1.0,10,0.02002374219645566,0.008910921473715283,0.0016269042331036796,0.0031887322968832117,0.963686668811704,0.0925878385167242,0.0169041492354185,0.03313213250142026,0.20346996783104462,0.04888732395142881,0.008925563368086717,0.017494104201449964,0.19711394986906847,0.14879716629363204,0.027166521490623215,0.0532463821216215,0.042536636978042705,0.03410060789502138,0.00622589072291399,0.012202745816911421,0.04075823259027174,0.0293298152026993,0.005354867131325454,0.01049553957739789,0.0017784043877709598,0.020254804761740578,0.003698004488622789,0.007248088797700666,0.041808768020118126,3.0895224252533526,0.08394285111469948,1.105571401163162,0.042536636978042705,0.04075823259027174,0.00622589072291399,0.005354867131325454
1A_predicted_prob,2000,0.5,0.2,3,0.0008778525122528041,0.0011420659017110297,0.0002085117521748696,0.0004086830342627444,0.8891647739747578,0.20486304701525487,0.037402704016498825,0.0733092998723377,0.02639557570679209,0.011961207316899362,0.002183807687487208,0.004280263067474928,0.05216307896852115,0.05731595157466894,0.010464413194106641,0.020510249860449015,0.014979145868401792,0.013057641224573743,0.0023839882155028067,0.004672616902385501,0.015572190903369072,0.012730601570420446,0.0023242792169099902,0.0045555872651435805,-0.0005930450349672599,0.0015611946069297499,0.0002850338342902784,0.0005586663152089456,-0.039591378585764,0.4443487739023193,0.02158093776319929,0.15900816661916126,0.014979145868401792,0.015572190903369072,0.0023839882155028067,0.0023242792169099902
1A_predicted_prob,2000,0.5,0.2,5,0.00048167423130495666,0.0011760278370900404,0.00021471232487607525,0.00042083615675710746,0.885387559342371,0.19161906850743035,0.03498469542321579,0.06857000302950295,0.030548380938179128,0.014071570063986471,0.002569105447853268,0.0050354466777924045,0.11238002563655919,0.135690487631778,0.024773580304933516,0.04855621739766969,0.02039103430384553,0.012483022968066387,0.002279077755155017,0.004466992400103833,0.019750414438531736,0.012380731591053986,0.002260401990279031,0.0044303879009469005,0.0006406198653137901,0.002090465894247449,0.000381665108658179,0.0007480636129700308,0.03141674207242051,0.24626888844091813,0.018581042215241397,0.08812618993506523,0.02039103430384553,0.019750414438531736,0.002279077755155017,0.002260401990279031
1A_predicted_prob,2000,0.5,0.2,10,0.0004402510247367922,0.0014858361788727226,0.00027127533064195703,0.0005316996480582358,0.9585740219671904,0.08074632023624574,0.014742193676309223,0.028894699605566076,0.03970682753651823,0.012391533839644276,0.0022623742020205914,0.004434253435960359,0.06339128225146796,0.09262198143459557,0.0169103828508509,0.03314435038766777,0.022311881522198058,0.018442690211195996,0.003367159149917254,0.006599631933837818,0.0218487376988889,0.018048843684631912,0.0032952529409858524,0.006458695764332271,0.00046314382330914667,0.0033918721420326567,0.0006192682947882176,0.0012137658577849064,0.020757721523770867,1.0879600412987696,0.027279880609381028,0.3893215007719443,0.022311881522198058,0.0218487376988889,0.003367159149917254,0.0032952529409858524
1A_predicted_prob,2000,0.5,0.5,3,0.006185911169403927,0.002764824196860501,0.0005047855267188668,0.0009893796323689789,0.8876341105263564,0.20255556344572054,0.03698141708246333,0.07248357748162812,0.0982909028474182,0.02189013319268672,0.0039965732454756995,0.007833283561132371,0.07086861714368681,0.06614400085773282,0.012076187104473774,0.023669326724768597,0.016807774525102688,0.012663609455223865,0.002312048186020606,0.004531614444600388,0.0171431391075332,0.012147027951451988,0.0022177337385520073,0.004346758127561934,-0.0003353645824305066,0.003824828809601008,0.000698315005871368,0.0013686974115078813,-0.019952943914712806,1.1552927020827028,0.042406545615132685,0.41341618398850405,0.016807774525102688,0.0171431391075332,0.002312048186020606,0.0022177337385520073
1A_predicted_prob,2000,0.5,0.5,5,0.006614459781251367,0.0027406384877422,0.0005003698405677496,0.0009807248875127893,0.8496389535235355,0.20408727595190293,0.037261068246212954,0.07303169376257738,0.1113210257142067,0.020042327893807863,0.003659211697451191,0.007172054927004334,0.09897821801589902,0.11369019818664737,0.02075689537135323,0.040683514927852334,0.015934254528852377,0.014480497672657204,0.002643765073071803,0.005181779543220734,0.014946895332631754,0.015066081359967584,0.0027506775380207855,0.00539132797452074,0.00098735919622061,0.003535912243133805,0.0006455662989743588,0.0012653099459897432,0.061964567870608445,0.42128797767619675,0.04226293148045856,0.15075596667160407,0.015934254528852377,0.014946895332631754,0.002643765073071803,0.0027506775380207855
1A_predicted_prob,2000,0.5,0.5,10,0.0057343721805566735,0.00265890799657487,0.00048544796268497505,0.0009514780068625511,0.923066541486384,0.12368971872500852,0.022582549692385434,0.04426179739707545,0.13255462532845033,0.02859676526784572,0.005221031136293122,0.01023322102713452,0.10673814703340552,0.11835131012475796,0.021607894088539827,0.04235147241353806,0.01895649647087424,0.015092680368674461,0.0027555338303794632,0.005400846307543748,0.018028208556991006,0.014011494585498009,0.0025581372162795856,0.005013948943907988,0.0009282879138832234,0.004029340909871223,0.0007356536360716197,0.0014418811267003747,0.048969381832212666,1.5399513322066156,0.03660605977298419,0.5510645069783342,0.01895649647087424,0.018028208556991006,0.0027555338303794632,0.0025581372162795856
1A_predicted_prob,2000,0.5,1.0,3,0.019476378237904646,0.005169282343776571,0.0009437775152665343,0.0018498039299224072,0.9031272525723576,0.1790121868652258,0.032683004271471396,0.06405868837208394,0.20651553466225678,0.025173342136223267,0.004596002445268256,0.009008164792725782,0.06511214089275676,0.0819064036865113,0.014953994967742178,0.02930983013677467,0.01998110868773969,0.015040633657421577,0.0027460314444470754,0.005382221631116267,0.019021303695882428,0.01358171803421177,0.0024796711123375027,0.004860155380181505,0.0009598049918572467,0.005711857085735767,0.0010428376570343998,0.0020439618077874237,0.04803562238997239,0.5561578356437761,0.049690892320080844,0.19901852551535995,0.01998110868773969,0.019021303695882428,0.0027460314444470754,0.0024796711123375027
1A_predicted_prob,2000,0.5,1.0,5,0.020895302875192773,0.003767240892137784,0.0006878009387265836,0.0013480898399041037,0.8703999586999285,0.19726837454048174,0.036016112872733215,0.0705915812305571,0.26734253085418863,0.03229683132606984,0.005896567684409313,0.011557272661442254,0.11753179571039317,0.13031872330566696,0.023792834806596,0.04663395622092816,0.020409193270566724,0.013826062000770158,0.0025242820130956085,0.004947592745667392,0.020006837405833606,0.013673210840049623,0.0024963753368731135,0.0048928956602713024,0.0004023558647331236,0.006946035575047246,0.0012681667898955815,0.0024856069081953397,0.01971444237893416,36.62887368540152,0.061515915476841536,13.107474110687843,0.020409193270566724,0.020006837405833606,0.0025242820130956085,0.0024963753368731135
1A_predicted_prob,2000,0.5,1.0,10,0.01768197881901037,0.00464351173167343,0.0008477853738258045,0.0016616593326985768,0.9259422481467117,0.1287028876847741,0.023497824933668202,0.04605573686998968,0.3144471990922441,0.042978982574502916,0.007846852751558902,0.015379831393055448,0.12373480806216827,0.15684205124308262,0.028635309810405844,0.05612520722839545,0.020448192588193057,0.013831815255705567,0.0025253324089313423,0.004949651521505431,0.02103833078096654,0.01437001364856209,0.002623593542324857,0.00514224334295672,-0.0005901381927734899,0.006133433084306429,0.0011198065517410388,0.002194820841412436,-0.028860164057444848,2.186570060245172,0.05534737490165761,0.7824540471003177,0.020448192588193057,0.02103833078096654,0.0025253324089313423,0.002623593542324857
1A_predicted_prob,2000,1.0,0.2,3,0.00137318631947603,0.001552022316975756,0.0002833592109196849,0.0005553840534025824,0.722855671689318,0.26086183353099873,0.04762663687236184,0.0933482082698292,0.02506351989505423,0.011172879081328142,0.002039879301707007,0.003998163431345734,0.08319569649264567,0.11843731868416628,0.02162359703124865,0.042382250181247354,0.01795063095412967,0.015730073036780305,0.0028719052778161214,0.005628934344519598,0.017473535034226804,0.01658717605526159,0.00302839016359211,0.005935644720640535,0.0004770959199028859,0.002608161679578978,0.0004761829951753225,0.000933318670543632,0.026578225641316844,0.28813651407726437,0.027914817955683072,0.10310832735533472,0.01795063095412967,0.017473535034226804,0.0028719052778161214,0.00302839016359211
