method,n_strata,zx_influence_scale,ARI_mean,ARI_sd,ARI_se,ARI_ci95,C1_heterogeneity_mean,C1_heterogeneity_sd,C1_heterogeneity_se,C1_heterogeneity_ci95,W_true_mean,W_true_sd,W_true_se,W_true_ci95,W_est_mean,W_est_sd,W_est_se,W_est_ci95,bias_crude_mean,bias_crude_sd,bias_crude_se,bias_crude_ci95,bias_stratified_mean,bias_stratified_sd,bias_stratified_se,bias_stratified_ci95,bias_reduction_mean,bias_reduction_sd,bias_reduction_se,bias_reduction_ci95,bias_reduction_relative_mean,bias_reduction_relative_sd,bias_reduction_relative_se,bias_reduction_relative_ci95,abs_bias_crude_mean,abs_bias_stratified_mean,abs_bias_crude_se,abs_bias_stratified_se
1B_residual,5,0.5,0.017312586953720746,0.003366305078681092,0.0004760674297356229,0.0009330921622818209,0.986464817764629,0.09570819143226542,0.013535182235371021,0.026528957181327202,0.23886872294698486,0.02583871528131101,0.0036541461585126974,0.0071621264706848865,0.07413687854427872,0.09200168463350994,0.013011003016988213,0.025501565913296897,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.011517556785551292,0.008652171573435383,0.0012236018383131278,0.0023982596030937306,0.005730072529256685,0.015023778041292252,0.0021246830664078597,0.004164378810159405,0.33222377549227144,5.566563907504783,0.09345093275264311,1.5429727940667275,0.01724762931480798,0.011517556785551292,0.0020297615255687003,0.0012236018383131278
1B_residual,5,1.0,0.0322061094908322,0.003917130413960826,0.0005539658957007536,0.001085773155573477,0.935593539319031,0.15744191757506276,0.02226564951206807,0.04364067304365342,0.3652371882937483,0.028511090445185808,0.004032077078562773,0.007902871073983034,0.07764472949820672,0.08929780657063519,0.012628616914236156,0.024752089151902867,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.011539211190865746,0.010166552747842533,0.0014377676778580366,0.0028180246486017514,0.007023587262438707,0.01673428879545659,0.0023665858171202834,0.004638508201555755,0.3783689878499116,28.783016970886603,0.09150589338915811,7.978245261383587,0.01856279845330446,0.011539211190865746,0.002420897081087876,0.0014377676778580366
1D_ml_uncertainty,3,0.3,-0.0006014668235344434,0.0023636167543166424,0.00033426588702068714,0.0006551611385605467,0.9022668262564116,0.18238243898865092,0.025792771875643366,0.050553832876260994,0.013418117029404885,0.00669777249685018,0.0009472080702735032,0.0018565278177360663,0.017330578905989266,0.02201802247785039,0.003113818600481168,0.006103084456943088,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.015177516955021815,0.012447049115455957,0.001760278567060185,0.0034501459914379625,4.398713567035907e-05,0.0017869102633951313,0.0002527072729237074,0.0004953062549304665,0.0028898021777786775,0.7220955654523494,0.01646475910335345,0.20015467903046757,0.015221504090692164,0.015177516955021815,0.0018461838945400906,0.001760278567060185
1D_ml_uncertainty,3,0.5,-0.000254254490751264,0.00258102111451737,0.0003650115064921786,0.00071542255272467,0.929223107409595,0.1458855055863015,0.02063132605538035,0.04043739906854549,0.0372935341598378,0.011754835822826737,0.0016623848244110672,0.0032582742558456917,0.020453728491815613,0.023733581208718036,0.003356435242905228,0.006578613076094247,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.020075789878640112,0.01600575542132848,0.002263555639286943,0.004436569053002408,0.0008780810333278522,0.0028311718186605763,0.00040038815833582877,0.0007847607903382244,0.041905432987388025,0.7247394038417637,0.01917625191356789,0.2008875136434459,0.020953870911967966,0.020075789878640112,0.0022697841009135305,0.002263555639286943
1D_ml_uncertainty,3,1.0,0.006281874488183499,0.0036503661821690255,0.0005162397362451532,0.0010118298830405002,0.8589607464022271,0.23243734304209535,0.03287160429320988,0.06442834441469136,0.1357237837097373,0.026384112567884546,0.003731276982468075,0.007313302885637427,0.039804667652786445,0.04223345509642039,0.005972712498323283,0.011706516496713634,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.01840121922552627,0.013883291359024977,0.001963393893031032,0.0038482520303408222,0.000619343429188944,0.00522981251148519,0.0007396071782410853,0.0014496300693525271,0.032561782762793645,1.2730801138604595,0.03755137313710844,0.3528798039497534,0.019020562654715214,0.01840121922552627,0.0021423343931909746,0.001963393893031032
1D_ml_uncertainty,5,0.3,-8.45656225458187e-05,0.0021766290957261616,0.00030782183874318234,0.0006033308039366373,0.9159881806340182,0.151445446844436,0.021417620488705505,0.04197853615786279,0.018257046652103245,0.008965055662295822,0.001267850330504846,0.002484986647789498,0.023670746063008744,0.026510595262296505,0.0037491643366523637,0.007348362099838633,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.01610505839318362,0.013126776533971278,0.0018564065404583071,0.003638556819298282,0.0006356613605752815,0.002043866168155858,0.00028904632546815427,0.0005665307979175824,0.037970969583464353,5.056981722514779,0.017733750770768632,1.4017238187840382,0.0167407197537589,0.01610505839318362,0.0018357122030197375,0.0018564065404583071
1D_ml_uncertainty,5,0.5,0.001000166682958506,0.002361391761936431,0.00033395122558066,0.0006545444021380935,0.909705025223972,0.14977561084099966,0.02118147001640565,0.04151568123215507,0.048847864202130345,0.01534815278261431,0.0021705565822547515,0.004254290901219313,0.03359617787676428,0.03649500548737816,0.005161173171913072,0.010115899416949622,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.017425395710143385,0.013656301764515993,0.0019312927167238147,0.003785333724778677,-0.00017776639533539606,0.00337742276424784,0.0004776397079066924,0.000936173827497117,-0.010306714742691403,2.7637269386298655,0.028103289594185173,0.7660660233840211,0.01724762931480798,0.017425395710143385,0.0020297615255687003,0.0019312927167238147
1D_ml_uncertainty,5,1.0,0.010736153819859102,0.004074671773804692,0.0005762456084733432,0.0011294413926077526,0.9357878891859542,0.1348582362842118,0.019071834675084776,0.03738079596316616,0.19174310940723488,0.030530158129803833,0.004317616368856378,0.008462528082958502,0.0508513405724862,0.06437308727296222,0.009103729307325004,0.017843309442357007,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.016613109584937127,0.014057855607833208,0.001988081005848039,0.0038966387714621568,0.0019496888683673158,0.007353205629952971,0.0010399003128797688,0.002038204613244347,0.10503205501432666,6.208562085402663,0.04913913773476762,1.720925609986319,0.01856279845330446,0.016613109584937127,0.002420897081087876,0.001988081005848039
2A_PCA_cum40,3,0.3,0.0012634341714656775,0.0012346001614807155,0.0001745988292474041,0.00034221370532491204,0.8456961378104844,0.2287663059808792,0.032352441253215264,0.06341078485630192,0.02557893867709533,0.016649679128614467,0.0023546202032846833,0.00461505559843798,0.08361091687262,0.07957993305468097,0.01125430206186728,0.022058432041259866,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.015045136508590936,0.012614271394779658,0.001783927368595237,0.0034964976424466648,0.0001763675821012356,0.0017099556752893615,0.00024182425070510592,0.0004739755313820076,0.011586738146927011,0.8580017330416223,0.015496639243851026,0.23782594673178806,0.015221504090692164,0.015045136508590936,0.0018461838945400906,0.001783927368595237
2A_PCA_cum40,3,0.5,0.004285174602270096,0.00259441923968151,0.0003669062875239285,0.0007191363235468999,0.8301218297376355,0.26109512562422826,0.036924426772729065,0.07237187647454897,0.053028698977456296,0.024219861038165216,0.003425205595896496,0.006713402967957132,0.06911894967026759,0.08400783357467011,0.01188050175868803,0.02328578344702854,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.01900682197833972,0.016423686928100728,0.0023226600797889765,0.004552413756386394,0.0019470489336282301,0.004454215053470207,0.0006299211338343967,0.0012346454223154174,0.09292072771700499,0.5041601732009873,0.031184427112567623,0.13974607029164415,0.020953870911967966,0.01900682197833972,0.0022697841009135305,0.0023226600797889765
2A_PCA_cum40,3,1.0,0.021282857443093866,0.005083983008934746,0.0007189837722109895,0.0014092081935335394,0.8718376931742471,0.228446066808467,0.032307152595132414,0.06332201908645953,0.18245380739319222,0.036898261357964965,0.005218202164042115,0.010227676241522545,0.0829612292916024,0.0933795713285217,0.01320586562213812,0.025883496619390715,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.01723093986121502,0.013940513598993712,0.0019714863398143474,0.003864113226036121,0.001789622793500188,0.00664823511530275,0.0009402024265906206,0.0018427967561176163,0.09408884616021307,2.7137691772916788,0.04629286487268952,0.7522184384324897,0.019020562654715214,0.01723093986121502,0.0021423343931909746,0.0019714863398143474
2A_PCA_cum40,5,0.3,0.001433090073589602,0.0014516771725257447,0.00020529815455733354,0.00040238438293237373,0.8877323441530979,0.17883683687290067,0.025291348015756093,0.04957104211088194,0.026794542771670513,0.018246469900338232,0.0025804405198490785,0.005057663418904194,0.08537609606737552,0.09391647081221612,0.013281794675285296,0.02603231756355918,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.016240109057655796,0.012717974452071517,0.0017985931956034072,0.003525242663382678,0.0005006106961030895,0.0024443737243364243,0.0003456866472465004,0.0006775458286031408,0.02990377376042619,2.8182667035318723,0.020248627714158828,0.7811836749257804,0.0167407197537589,0.016240109057655796,0.0018357122030197375,0.0017985931956034072
2A_PCA_cum40,5,0.5,0.004668941278783084,0.0030817485998773275,0.0004358250665770813,0.0008542171304910793,0.9160818468334836,0.1626957136994242,0.023008648485369584,0.045096951031324384,0.0638370588203454,0.028062652286828815,0.003968658346019366,0.007778570358197957,0.08511870146821403,0.10677258539770698,0.015099923835907669,0.02959585071837903,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.017712517962052542,0.013683324651111176,0.0019351143299955523,0.0037928240867912823,-0.00046488864724455336,0.003813770554832868,0.0005393486042423806,0.0010571232643150658,-0.02695377079129546,2.0529018640155807,0.032377284505585954,0.5690353650291209,0.01724762931480798,0.017712517962052542,0.0020297615255687003,0.0019351143299955523
2A_PCA_cum40,5,1.0,0.021571051192365985,0.004770100029521943,0.0006745940155626233,0.0013222042705027415,0.8836472328449153,0.2133661428322476,0.03017452929445995,0.0591420774171415,0.20209406494440413,0.03856139464359411,0.005453404728899201,0.010688673268642434,0.09628079907723887,0.10622168067693286,0.015022014143138257,0.029443147720550983,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.01667303099164911,0.013438813832717252,0.0019005352784435892,0.003725049145749435,0.0018897674616553384,0.007841675560597491,0.0011089803929526616,0.0021736015701872167,0.10180401766517821,6.547986549693034,0.0521312974468192,1.8150092714232493,0.01856279845330446,0.01667303099164911,0.002420897081087876,0.0019005352784435892
2A_PCA_cum60,3,0.3,0.0014833948014994858,0.0015973102313613407,0.00022589377925085141,0.00044275180733166877,0.8768080734220809,0.23226768312938714,0.03284761075825558,0.06438131708618094,0.025215622340134455,0.016768883966719588,0.0023714783131595584,0.0046480974937927345,0.08355232477967871,0.08704459070518863,0.012309964070649281,0.02412752957847259,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.014515921921193093,0.012360942613100693,0.0017481012687162525,0.0034262784866838547,0.0007055821694990496,0.0021489724283003065,0.0003039105953268137,0.0005956647668405548,0.04635430015950459,1.1271399030046394,0.018472572000085372,0.3124272413541269,0.015221504090692164,0.014515921921193093,0.0018461838945400906,0.0017481012687162525
2A_PCA_cum60,3,0.5,0.003806023865942278,0.0025010231021499146,0.00035369807908688396,0.0006932482350102925,0.8167884103718847,0.26630080791018185,0.037660621421749155,0.07381481798662834,0.04132224502492859,0.020844441762418946,0.0029478492240509013,0.005777784479139766,0.05540395979177774,0.07360427212182075,0.01040921598832788,0.020402063337122647,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.019419603212297534,0.01608200910314535,0.002274339538387573,0.004457705495239643,0.0015342676996704125,0.0034520667236625324,0.00048819595788204085,0.0009568640774488001,0.07322120605382376,0.6265605071233262,0.023862943065805692,0.17367371189694975,0.020953870911967966,0.019419603212297534,0.0022697841009135305,0.002274339538387573
2A_PCA_cum60,3,1.0,0.0168350087812513,0.004677876005241463,0.0006615515689712152,0.0012966410751835819,0.8090644021172106,0.25185325969030353,0.035617429558190035,0.06981016193405247,0.14336230042286263,0.0331908031858697,0.004693888401151306,0.00920002126625656,0.07775277317700216,0.08830971963609943,0.012488880319873743,0.024478205426952535,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.017783747554341037,0.014140709434142282,0.0019997983063341188,0.003919604680414873,0.0012368151003741559,0.005843406930308458,0.0008263825331307155,0.0016197097649362025,0.06502515844701207,1.2964696767348298,0.04138121221940512,0.35936306000859625,0.019020562654715214,0.017783747554341037,0.0021423343931909746,0.0019997983063341188
2A_PCA_cum60,5,0.3,0.0015456363303848913,0.0020614624122760644,0.0002915348101763167,0.0005714082279455807,0.8717812462451561,0.19837501348249395,0.028054463450288853,0.05498674836256615,0.026277411527310227,0.017777957642204238,0.0025141828808899645,0.00492779844654433,0.07642247520726547,0.09360372085477504,0.013237565152140819,0.025945627698196003,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.015998400958858103,0.012934312486734696,0.0018291880138711879,0.003585208507187528,0.0007423187949008008,0.0023603757802153494,0.00033380754406775226,0.0006542627863727944,0.0443421074971474,10.833745569372281,0.01999567127550423,3.0029610634391184,0.0167407197537589,0.015998400958858103,0.0018357122030197375,0.0018291880138711879
2A_PCA_cum60,5,0.5,0.003695161292810667,0.002825229520765131,0.0003995477905082888,0.000783113669396246,0.9018691691451971,0.17756028264316515,0.02511081598527642,0.049217199331141784,0.047723793426604336,0.025408168876823612,0.003593257702066992,0.007042785096051304,0.08692806574703299,0.11819290800666511,0.016715001347934137,0.032761402641950904,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.01745195246251292,0.013871099450980338,0.0019616696968602384,0.0038448726058460674,-0.00020432314770493554,0.003035460415745025,0.0004292789287993288,0.0008413867004466844,-0.011846448226337847,2.355392533243508,0.02528982640343762,0.652881500784157,0.01724762931480798,0.01745195246251292,0.0020297615255687003,0.0019616696968602384
2A_PCA_cum60,5,1.0,0.016797501563433143,0.004266821327685889,0.000603419658983616,0.0011827025316078874,0.839826248415362,0.2248429175531081,0.03179759034071411,0.06232327706779966,0.15682833883157998,0.037664615062205004,0.005326580944253227,0.010440098650736324,0.08921725372519142,0.09063791594908324,0.012818137000042617,0.02512354852008353,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.0167655649981024,0.014709842969958638,0.0020802859428494034,0.004077360447984831,0.00179723345520206,0.007242663746323744,0.0010242673297758968,0.002007563966360758,0.09681910083348044,6.777839583551932,0.04978490885414753,1.8787212818790773,0.01856279845330446,0.0167655649981024,0.002420897081087876,0.0020802859428494034
2A_PCA_cum80,3,0.3,0.0015320055897182355,0.0015904103892742567,0.00022491799422507273,0.00044083926868114255,0.8733029034972039,0.19628554383947042,0.027758967819555776,0.05440757692632932,0.02374294957702921,0.015567994970486101,0.0022016469626217573,0.004315228046738644,0.08380191316452132,0.09849202901773033,0.013928876322251866,0.027300597591613657,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.014668232077891596,0.012293337855145027,0.0017385405121580673,0.003407539403829812,0.0005532720128005559,0.0024916759137131855,0.00035237618702115605,0.0006906573265614658,0.03634805138205033,1.1713692005453986,0.02180225168783953,0.32468697715165673,0.015221504090692164,0.014668232077891596,0.0018461838945400906,0.0017385405121580673
2A_PCA_cum80,3,0.5,0.003498394154112247,0.002301782408641125,0.00032552118999320883,0.0006380215323866893,0.8515661014176557,0.24433319115485078,0.03455393126690879,0.06772570528314123,0.033301451800331006,0.020563970771448968,0.0029081846361227047,0.005700041886800501,0.05779013190779897,0.08356158520672974,0.011817392709275218,0.023162089710179426,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.019227005397156095,0.015838670574253418,0.0022399262736068843,0.004390255496269493,0.001726865514811835,0.0025907227099283025,0.0003663835192728583,0.0007181116977748022,0.08241272087944185,0.3742771929003886,0.0183018600550469,0.10374434492818548,0.020953870911967966,0.019227005397156095,0.0022697841009135305,0.0022399262736068843
2A_PCA_cum80,3,1.0,0.01425050253646914,0.0049383504902213065,0.0006983882239022794,0.0013688409188484677,0.8667234231678875,0.2078432596422197,0.029393475663385963,0.05761121230023648,0.12074815997276779,0.034368012517541686,0.004860370941411575,0.009526327045166686,0.07361718216778958,0.0813127499412714,0.011499359376079809,0.022538744377116424,0.019020562654715214,0.015148591769945055,0.0021423343931909746,0.004198975410654311,0.017835785187891452,0.014047229027316876,0.0019865781804192543,0.0038936932336217384,0.001184777466823764,0.004953210029384842,0.0007004896800838481,0.0013729597729643423,0.06228929650143944,1.8694313871094403,0.03478959481124263,0.518179943428919,0.019020562654715214,0.017835785187891452,0.0021423343931909746,0.0019865781804192543
2A_PCA_cum80,5,0.3,0.0011983345202692562,0.0018916809243992175,0.0002675240818967847,0.000524347200517698,0.8510192738962203,0.2133658256283856,0.03017448443505958,0.059141989492716776,0.025610810454203305,0.018367882852441782,0.002597610904200338,0.005091317372232663,0.06924507977428306,0.07396664155410593,0.010460462764900594,0.020502507019205165,0.0167407197537589,0.012980445470621526,0.0018357122030197375,0.0035979959179186856,0.015738190520133158,0.012660206702574863,0.0017904236021228132,0.0035092302601607136,0.001002529233625728,0.002643032582572535,0.0003737812524068066,0.000732611254717341,0.05988567088942742,12.746255312255498,0.021833486658547948,3.5330817178841194,0.0167407197537589,0.015738190520133158,0.0018357122030197375,0.0017904236021228132
2A_PCA_cum80,5,0.5,0.0033523103391033793,0.0025780536101436603,0.0003645918379990084,0.0007146000024780564,0.8617261723115641,0.19614066865717705,0.027738479374790723,0.05436741957458981,0.04242616097956567,0.02094927855679662,0.002962675385695364,0.005806843755962913,0.079517627027481,0.10534057924050141,0.014897407583015481,0.02919891886271034,0.01724762931480798,0.014352581389211798,0.0020297615255687003,0.003978332590114653,0.01728832160204233,0.013231326568188817,0.0018711921480920085,0.0036675366102603365,-4.0692287234361055e-05,0.00363353301716741,0.0005138591672208582,0.0010071639677528821,-0.002359297413669248,2.557418803193437,0.029911567097644066,0.708880325804249,0.01724762931480798,0.01728832160204233,0.0020297615255687003,0.0018711921480920085
2A_PCA_cum80,5,1.0,0.014465406358177548,0.0037884532562381277,0.0005357681975388474,0.001050105667176141,0.8675071039326937,0.17096336233034679,0.024177870567648193,0.04738862631259046,0.13133337674368784,0.031753851512637925,0.004490672746675397,0.008801718583483779,0.08966600929630449,0.0959494904945742,0.01356930707602152,0.026595841869002178,0.01856279845330446,0.017118327425919563,0.002420897081087876,0.004744958278932237,0.017206814371666435,0.014984016956606526,0.002119059999886138,0.00415335759977683,0.0013559840816380177,0.006290535014530218,0.0008896159932131469,0.0017436473466977678,0.07304847300093587,5.696868790367928,0.043923287584017014,1.579091464854073,0.01856279845330446,0.017206814371666435,0.002420897081087876,0.002119059999886138
2A_PCA_k1,3,0.3,0.001504325376615768,0.0016086289872926766,0.00022749449306558002,0.00044588920640853684,0.8155590681311353,0.25251263027248627,0.0357106786401853,0.0699929301347632,0.030852693021572168,0.023449743628100376,0.0033162945473031616,0.0064999373127141965,0.0909810975193591,0.10632426671826131,0.015036522000233943,0.029471583120458528,0.015221504090692164,0.01305449151146688,0.0018461838945400906,0.0036185204332985776,0.01605717048134604,0.012564071030788094,0.0017768279650359434,0.003482582811470449,-0.0008356663906538515,0.0031421621738287244,0.00044436883614043087,0.0008709629188352445,-0.054900382095937506,2.0797779803612264,0.03166905268342343,0.576485044404147,0.015221504090692164,0.01605717048134604,0.0018461838945400906,0.0017768279650359434
2A_PCA_k1,3,0.5,0.007217287309223093,0.0023266506418878293,0.0003290380892661835,0.0006449146549617196,0.8450722831949592,0.2361460679093492,0.03339609719384795,0.06545635049994199,0.11458076078044382,0.027584542155571115,0.003901043362826104,0.007646044991139164,0.0734241590046991,0.08251331975115533,0.011669145586851164,0.02287152535022828,0.020953870911967966,0.016049797295853683,0.0022697841009135305,0.00444877683779052,0.019622137402570947,0.01543186760804142,0.002182395646403823,0.004277495466951493,0.0013317335093970082,0.005053558356897923,0.0007146810766568936,0.0014007749102475115,0.06355548886370155,3.139162296263586,0.03287027122123728,0.8701313951977812,0.020953870911967966,0.019622137402570947,0.0022697841009135305,0.002182395646403823
